day,month,year,type,operator,fat.,cat,Aircraft Type,Aircraft Cat
26,Sep,2006,Boeing KC-135R Stratotanker,USAF,0,A1,Military_research,Military
26,Sep,1950,CASA 352 (Junkers Ju-52),Spanish AF,5,A1,Military_research,Military
26,Sep,1984,Cessna 500 Citation I,Air Niagara,2,A1,Military_research,Military
26,Sep,1998,Cessna 560 Citation Ultra,Gamston Aviation Ltd.,0,A2,Military_research,Military
26,Sep,2007,Cessna F406 Caravan II,Fugro Airborne Surveys,2,A1,Commercial_general,Commercial
26,Sep,1975,Convair C-131F (CV-340),US Navy,4,A1,Military_bomber,Military
26,Sep,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
26,Sep,2011,DC-9-51,Aeropostal,0,A1,Military_research,Military
26,Sep,2005,DHC-3T/M601 Turbine Otter,Alkan Air,0,A2,Commercial_civil,Commercial
26,Sep,1977,Dornier Do 28D-1S Skyservant,State Aerial Survey Corporation,0,A1,Military_research,Military
26,Sep,1943,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
26,Sep,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Sep,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
26,Sep,1950,Douglas C-47A (DC-3),Air-India,,A1,Military_research,Military
26,Sep,1953,Douglas C-47A (DC-3),USAF,4,A1,Military_research,Military
26,Sep,1963,Douglas C-47A (DC-3),Air France,,U1,Commercial_civil,Commercial
26,Sep,1968,Douglas C-47A (DC-3),Ford Motor Co.,0,A1,Military_research,Military
26,Sep,2000,Douglas C-47B (DC-3),Saber Cargo Airlines,0,A1,Military_research,Military
26,Sep,1994,Douglas C-47D,TAM Paraguay,1,A1,Military_research,Military
26,Sep,1956,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
26,Sep,1945,Douglas C-49J (DC-3-454),TWA,0,A2,Military_transport,Military
26,Sep,1950,Douglas C-54D (DC-4),USAF,23,A1,Military_transport,Military
26,Sep,1945,Douglas Dakota III (DC-3),RAF,4,A1,Military_research,Military
26,Sep,1949,Douglas DC-3A,Mexicana,24,A1,Military_research,Military
26,Sep,1969,Douglas DC-6B,LAB,74,A1,Commercial_civil,Commercial
26,Sep,1961,Douglas DC-7,ONA,0,A1,Commercial_civil,Commercial
26,Sep,1970,Fokker F-27 Friendship 300,Icelandair,8,A1,Commercial_civil,Commercial
26,Sep,1972,Fokker F-27 Friendship 600,Garuda,3,A1,Military_fighter,Military
26,Sep,1941,Ford 5-AT-C Tri-Motor,CAMB,5,A1,Military_research,Military
26,Sep,2005,Grumman American G-1159 Gulfstream,"Reaud, Morgan & Quinn Inc",0,O1,Military_research,Military
26,Sep,1976,Grumman G-1159 Gulfstream II,Johnson & Johnson,11,A1,Military_naval,Military
26,Sep,2005,Grumman G-159 Gulfstream I,Unknown,0,O1,Military_naval,Military
26,Sep,1998,Grumman HU-16C Albatross,private,0,A2,Commercial_general,Commercial
26,Sep,1949,Handley Page Hastings C.1,RAF,3,A1,Commercial_civil,Commercial
26,Sep,1992,Harbin Yunshuji Y-12 II,Nepal Airways,0,A1,Military_research,Military
26,Sep,1960,Ilyushin Il-14,Aeroflot / Belarus,1,A1,Commercial_civil,Commercial
26,Sep,1999,Learjet 24A,Dolphin Aviation,0,A1,Commercial_general,Commercial
26,Sep,1976,Learjet 25C,Banco Real,7,A1,Commercial_general,Commercial
26,Sep,1997,Let L-410UVP,Vostok Aviakompania,0,A1,Military_research,Military
26,Sep,1992,Lockheed C-130H Hercules,Nigerian AF,159,A1,Military_transport,Military
26,Sep,1950,Lockheed P2V Neptune,US Navy,0,A1,Military_fighter,Military
26,Sep,1955,Lockheed P2V-3W Neptune,US Navy,11,A1,Military_fighter,Military
26,Sep,1975,Nord 2501D Noratlas,Portuguese AF,11,A1,Military_research,Military
26,Sep,1953,PBV-1A Canso A (PBY-5A),Texaco,4,A1,Commercial_general,Commercial
26,Sep,1966,Rockwell 1121 Jet Commander,Jim Robbins Airborne Div.,5,A1,Commerical_helicopter,Commerical
26,Sep,1961,Shijiazhuang Y-5,CAAC,15,A1,Military_others,Military
26,Sep,1946,Short Sunderland GR.5,RAF,0,O1,Military_naval,Military
26,Sep,1956,Shorts S.45 Solent 3,Aquila Airways,0,O1,Military_research,Military
26,Sep,1989,Swearingen SA227-AC Metro III,Skylink Airlines,7,A1,Military_fighter,Military
26,Sep,2006,Tupolev Tu-154M,Altyn Air,0,A2,Commercial_civil,Commercial
26,Sep,1957,Vickers 610 Viking 1B,Karl Herfurtner,0,A1,Military_research,Military
26,Sep,1960,Vickers 837 Viscount,Austrian Airlines,31,A1,Commercial_civil,Commercial
26,Sep,1994,Vickers 843 Viscount,Bouraq Indonesia,0,A2,Military_research,Military
26,Sep,1953,Vickers Valetta C.1,RAF,8,A1,Military_research,Military
26,Sep,1994,Yakovlev Yak-40,Cheremshanka Airlines,28,A1,Commercial_civil,Commercial
27,Apr,1988,Antonov An-26,Cuban AF,29,C1,Military_transport,Military
27,Apr,2001,Antonov An-2SX,Virazh Ltd,0,A1,Military_transport,Military
27,Apr,1993,Antonov An-32,Afghan AF,76,A1,Military_transport,Military
27,Apr,1976,Armstrong Whitworth AW-660 Argosy C,RAF,2,A1,Military_others,Military
27,Apr,2010,Beech 200 Super King Air,Trans Hélicoptère Service,0,A1,Military_research,Military
27,Apr,2013,Beech MC-12W Liberty (King Air 350),USAF,4,A1,Military_research,Military
27,Apr,2012,Boeing 727-212,Unknown,0,A1,Commercial_civil,Commercial
27,Apr,1994,Boeing 727-44F,Transafrik,0+ 7,A1,Commercial_civil,Commercial
27,Apr,1976,Boeing 727-95,American Airlines,37,A1,Commercial_civil,Commercial
27,Apr,2009,Boeing 737-2K9,Magnicharters,0,A1,Commercial_civil,Commercial
27,Apr,2004,Boeing 737-529,AeroSvit Airlines,0,A2,Commercial_civil,Commercial
27,Apr,2004,Cessna 208B Super Cargomaster,"FedEx, op.for Baron Aviation",0,A2,Commercial_general,Commercial
27,Apr,1992,Cessna 501 Citation I/SP,Tradexim SRL,0,A2,Military_research,Military
27,Apr,1977,Convair CV-440,Aviateca,0,A1,Commercial_civil,Commercial
27,Apr,2006,Convair CV-580F,"Skyhaul, op.for LAC - SkyCongo",8,A1,Military_bomber,Military
27,Apr,1945,Curtiss C-46D,USAAF,3,A1,Military_transport,Military
27,Apr,1945,Curtiss C-46D,USAAF,11,A1,Military_transport,Military
27,Apr,1961,Curtiss C-46F,Air Cameroun,0,A1,Military_transport,Military
27,Apr,2002,DC-10-40F,Centurion Air Cargo,0,A2,Military_research,Military
27,Apr,2000,DC-8-62F,Emery Worldwide,0,A2,Military_research,Military
27,Apr,1993,DC-9-82 (MD-82),Continental Air Lines,0,A2,Military_research,Military
27,Apr,1995,DC-9-83 (MD-83),Airtours Int.,0,A2,Military_research,Military
27,Apr,1976,DHC-3 Otter,Horizon Air Service,0,A1,Military_research,Military
27,Apr,1993,DHC-5D Buffalo,Zambian Air Force,30,A1,Military_research,Military
27,Apr,1986,DHC-6 Twin Otter 300,ACES,13,A1,Military_research,Military
27,Apr,1987,Dornier 228-100,Oman Police,0,A1,Commercial_general,Commercial
27,Apr,1955,Douglas C-124C Globemaster II,USAF,0,A1,Military_transport,Military
27,Apr,1942,Douglas C-33 (DC-2),USAAF,0,A1,Military_transport,Military
27,Apr,1944,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
27,Apr,1945,Douglas C-47A (DC-3),USAAF,2,A1,Military_research,Military
27,Apr,1966,Douglas C-47A (DC-3),French AF,,U1,Military_research,Military
27,Apr,1964,Douglas DC-3C,East African Airways,1,A2,Military_research,Military
27,Apr,1943,Douglas R4D-1 (DC-3),US Navy,1,A1,Military_transport,Military
27,Apr,1943,Douglas R4D-1 (DC-3),US Navy,8,A1,Military_transport,Military
27,Apr,1943,Douglas R4D-1 (DC-3),US Navy,,A1,Military_transport,Military
27,Apr,1967,Fokker F-27 Friendship 400,Fokker,19,A1,Military_fighter,Military
27,Apr,2004,Fokker F-27 Friendship 500,"FedEx, opb Mountain Air Cargo",0,A1,Military_fighter,Military
27,Apr,1975,HAL-748,Indian AF,,A1,Military_fighter,Military
27,Apr,1980,Hawker Siddeley HS-748,Thai Airways,44,A1,Commercial_civil,Commercial
27,Apr,1979,Howard 350,Triple D Transport Co.,2,A1,Commercial_general,Commercial
27,Apr,1995,IAI 1124 Westwind,Pel-Air,3,A1,Commercial_general,Commercial
27,Apr,1960,Ilyushin Il-18A,Aeroflot / Uralsk,1,A1,Military_research,Military
27,Apr,1974,Ilyushin Il-18V,Aeroflot / Leningrad,109,A1,Military_research,Military
27,Apr,1970,Kaiser-Frazer AC-119G Shadow,USAF,6,A1,Military_research,Military
27,Apr,1945,Lockheed 18 Lodestar,Page Airways,6,A1,Military_transport,Military
27,Apr,1967,Lockheed CC-130E Hercules,RCAF,6,A1,Military_transport,Military
27,Apr,1966,Lockheed L-749A Constellation,LANSA,49,A1,Military_research,Military
27,Apr,1973,Lockheed P2V-7 Neptune,Japanese Navy,8,A1,Military_fighter,Military
27,Apr,1977,Rockwell Sabreliner 75A,Rockwell,0,A1,Military_research,Military
27,Apr,1941,Short Sunderland I,RAF,0,C1,Military_naval,Military
27,Aug,1988,Antonov An-12,Soviet AF,,O1,Military_transport,Military
27,Aug,1996,Antonov An-2R,Air Moldova,2,A1,Commercial_civil,Commercial
27,Aug,2003,Antonov An-2R,private,0,A2,Military_transport,Military
27,Aug,1976,Antonov An-2V,Aeroflot / Tyumen,0,A1,Military_transport,Military
27,Aug,2007,Antonov An-32B,SELVA Colombia,0,A1,Military_transport,Military
27,Aug,1948,Avro 691 Lancastrian C.1,BOAC,0,A1,Military_others,Military
27,Aug,1992,Beech B200C Super King Air,Border Security Force,1,A1,Military_research,Military
27,Aug,1983,Boeing 727-228,Air France,0,H2,Commercial_civil,Commercial
27,Aug,1988,Boeing 727-31,TWA,0,A1,Commercial_civil,Commercial
27,Aug,2008,Boeing 737-2H6,Sriwijaya Air,0+ 1,A1,Commercial_civil,Commercial
27,Aug,1993,Boeing 737-2R4C,Alyemda,0,H2,Commercial_civil,Commercial
27,Aug,1994,Boeing 737-4Q8,THY,0,A2,Commercial_civil,Commercial
27,Aug,2016,Boeing 737-7H4 (WL),Southwest Airlines,0,A2,Commercial_civil,Commercial
27,Aug,1990,Boeing 747-422,United Airlines,0,A2,Commercial_civil,Commercial
27,Aug,1985,Boeing KC-135A Stratotanker,USAF,7,A1,Military_research,Military
27,Aug,2006,Canadair CRJ-100ER,"Delta Connection, opb Comair",49,A1,Military_research,Military
27,Aug,1964,Canadair DC-4M2 North Star,Keegan Aviation,0,O1,Military_others,Military
27,Aug,1964,Canadair DC-4M2 North Star,LEBCA,0,O1,Military_others,Military
27,Aug,1964,Canadair DC-4M2 North Star,LEBCA,0,O1,Military_others,Military
27,Aug,1994,CASA C-212 Aviocar 200,US DEA,5,A1,Commercial_civil,Commercial
27,Aug,1949,Catalina IVB (PBY-5A),"RAAF, op.for Qantas",,A1,Military_research,Military
27,Aug,2015,Cessna 750 Citation X,Unknown,0,A1,Military_research,Military
27,Aug,1944,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
27,Aug,1944,Consolidated PBY-5A Catalina,US Navy,0,A1,Military_naval,Military
27,Aug,1966,Consolidated PBY-6A Catalina,Rolled Steel Corp.,0,A1,Military_naval,Military
27,Aug,1964,Curtiss C-46A,Airlift Int.,0,O1,Military_transport,Military
27,Aug,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
27,Aug,1964,Curtiss C-46F,Airlift Int.,0,O1,Military_transport,Military
27,Aug,1964,Curtiss C-46F,Argonaut Airways,0,O1,Military_transport,Military
27,Aug,1978,DC-8,United Airlines,0,H2,Commercial_civil,Commercial
27,Aug,1959,de Havilland DH-106 Comet 4,Aerolineas Argentinas,2,A1,Military_research,Military
27,Aug,2004,DHC-3 Otter,Mavrik Aire,1,A1,Military_research,Military
27,Aug,1992,DHC-4T Caribou,NewCal Aviation,3,A1,Military_research,Military
27,Aug,1992,DHC-6 Twin Otter 300,TANS,8,A1,Military_research,Military
27,Aug,1997,Dornier Do 28D-2 Skyservant,private,,U1,Military_research,Military
27,Aug,1964,Douglas C-124C Globemaster II,USAF,,U1,Military_transport,Military
27,Aug,1948,Douglas C-47 (DC-3),LANICA,,U1,Military_transport,Military
27,Aug,1951,Douglas C-47 (DC-3),Indian AF,0,A1,Military_transport,Military
27,Aug,1972,Douglas C-47 (DC-3),LAV,34,A1,Military_transport,Military
27,Aug,1984,Douglas C-47 (DC-3),Unknown,8,C1,Military_transport,Military
27,Aug,1943,Douglas C-47A (DC-3),USAAF,7,A1,Military_research,Military
27,Aug,1944,Douglas C-47A (DC-3),USAAF,4,A1,Military_research,Military
27,Aug,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
27,Aug,1944,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
27,Aug,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
27,Aug,1959,Douglas C-47A (DC-3),REAL,,U1,Military_research,Military
27,Aug,1966,Douglas C-47A (DC-3),Brazilian AF,6,A1,Military_research,Military
27,Aug,1949,Douglas C-47B (DC-3),Sabena,5,A1,Military_research,Military
27,Aug,1964,Douglas C-47B (DC-3),Boreas,0,O1,Military_research,Military
27,Aug,1975,Douglas C-47B (DC-3),East African Airways,0,A1,Military_research,Military
27,Aug,1981,Douglas C-47B (DC-3),RRC Air Services,0,A1,Military_research,Military
27,Aug,1943,Douglas C-53D Skytrooper (DC-3),USAAF,4,A1,Military_transport,Military
27,Aug,1945,Douglas C-54B (DC-4),USAAF,,A1,Military_transport,Military
27,Aug,1957,Douglas Dakota IV (DC-3),RAF,3,A1,Military_research,Military
27,Aug,1948,Douglas DC-3,Aerovías Cubanas Internacionales,,U1,Military_research,Military
27,Aug,1943,Douglas DC-3-268,AB Aerotransport,7,C1,Military_research,Military
27,Aug,1978,Douglas DC-6B,New World Air Charter,4,A1,Commercial_civil,Commercial
27,Aug,1943,Douglas R4D-5 (DC-3),US Navy,1,A1,Military_transport,Military
27,Aug,1972,Fairchild C-123K Provider,Air America,9,A1,Military_others,Military
27,Aug,1992,Fairchild C-123K Provider,Salvadorian AF,12,A1,Military_others,Military
27,Aug,1923,Farman F.60 Goliath,Air Union,1,A1,Military_research,Military
27,Aug,1941,Ford 5-AT-C Tri-Motor,Colombian AF,16,A1,Military_research,Military
27,Aug,1966,Ilyushin Il-18V,Aeroflot / Latvia,0,A1,Military_research,Military
27,Aug,1943,Junkers Ju-52/3mg3e,VASP,18,A1,Commercial_civil,Commercial
27,Aug,1944,Junkers Ju-52/3mge,Iberia,,A1,Commercial_civil,Commercial
27,Aug,1999,Learjet 35,FS Air Service,0,A2,Commercial_general,Commercial
27,Aug,1991,Let L-410UVP,Aeroflot / Kazakstan,0,A1,Military_research,Military
27,Aug,1943,Lisunov Li-2,Aeroflot,6,C1,Commercial_civil,Commercial
27,Aug,1945,Lockheed 18 Lodestar,Continental Air Lines,,O1,Military_transport,Military
27,Aug,2004,Lockheed C-130 Hercules,Libyan Arab Rep. Air Force,0,H2,Military_transport,Military
27,Aug,1963,Lockheed C-130A Hercules,USAF,,O1,Military_transport,Military
27,Aug,1992,Lockheed C-130F Hercules,US Navy,0,O1,Military_transport,Military
27,Aug,2015,Lockheed CP-140 Aurora,RCAF,0,A2,Commercial_general,Commercial
27,Aug,1983,Lockheed L-100-30 Hercules,Transamerica Airlines,7,A1,Commercial_general,Commercial
27,Aug,1973,Lockheed L-188A Electra,Aerocondor de Colombia,42,A1,Commercial_civil,Commercial
27,Aug,1983,Swearingen SA226-TC Metro II,Scheduled Skyways,0,A1,Military_fighter,Military
27,Aug,1941,Tupolev G-2,Aeroflot / Uzbekistan,6,A1,Military_research,Military
27,Aug,1992,Tupolev Tu-134A,Aeroflot / Central Region,84,A1,Military_research,Military
27,Aug,1952,Vickers 630 Viscount,UK Ministry of Supply,0,A1,Military_research,Military
27,Aug,1971,Volpar Turboliner,Chicago & Southern Airlines,1,A1,Commercial_general,Commercial
27,Dec,1999,Airbus A310-308,Royal Jordanian,0,A2,Commercial_civil,Commercial
27,Dec,2001,Airbus A330-223,TAM Brasil,0,A2,Commercial_civil,Commercial
27,Dec,2007,Antonov,Sudan AF,,C1,Military_research,Military
27,Dec,1986,Antonov An-12,Soviet AF,1,C2,Military_transport,Military
27,Dec,1998,Antonov An-12,ACA-Ancargo Air,4,A1,Military_transport,Military
27,Dec,2002,Antonov An-26B,IrAero,0,A1,Military_transport,Military
27,Dec,1974,Antonov An-2R,Aeroflot / Far East,0,A1,Military_transport,Military
27,Dec,1999,Antonov An-2T,private,0,O1,Military_transport,Military
27,Dec,1995,Antonov An-2TP,Sakha Avia,0,A1,Military_transport,Military
27,Dec,2001,Avro RJ100,Crossair,0,A2,Military_bomber,Military
27,Dec,2006,BN-2A-27 Islander,Island Air Charters,0,A1,Commercial_general,Commercial
27,Dec,1999,Boeing 737-377,Ansett Australia,0,A2,Commercial_civil,Commercial
27,Dec,2016,Boeing 737-85R (WL),Jet Airways,0,A2,Commercial_civil,Commercial
27,Dec,1985,Boeing 747,Saudi Arabian,0,H2,Commercial_civil,Commercial
27,Dec,1979,Boeing 747-121SF,Pan Am,0,A2,Commercial_civil,Commercial
27,Dec,2002,Cessna 208B Grand Caravan,Tropic Air,0,A2,Commercial_general,Commercial
27,Dec,2003,Cessna 208B Grand Caravan,Air Malawi,0+ 1,A2,Commercial_civil,Commercial
27,Dec,2016,Cessna 208B Grand Caravan,W M K Holdings,0,A2,Commercial_general,Commercial
27,Dec,2017,Cessna 525A CitationJet CJ2,"Van E Aviation LLC, opb Integrated Flight Resources Inc.",0,A1,Military_research,Military
27,Dec,1942,Consolidated PBY-5A Catalina,US Navy,9,A1,Military_naval,Military
27,Dec,1968,Convair CV-580,North Central Airlines,27+ 1,A1,Military_bomber,Military
27,Dec,1968,DC-9-15,Ozark Air Lines,0,A1,Military_research,Military
27,Dec,1987,DC-9-31,Eastern Air Lines,0,A1,Military_research,Military
27,Dec,1991,DC-9-81 (MD-81),SAS,0,A1,Military_research,Military
27,Dec,1986,de Havilland DH-114 Riley Heron 2B,Sunflower Airlines,11,A1,Military_research,Military
27,Dec,1943,Douglas C-47A (DC-3),USAAF,7,A1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,0,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,0,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,0,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,1,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,1,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,2,A1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,3,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,3,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,3,A1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,4,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,,C1,Military_research,Military
27,Dec,1944,Douglas C-47A (DC-3),USAAF,,C1,Military_research,Military
27,Dec,1947,Douglas C-47A (DC-3),KLM,0,A1,Military_research,Military
27,Dec,1963,Douglas C-47A (DC-3),"Air America, op.for Royal Thai Border Police",12,A1,Military_research,Military
27,Dec,1950,Douglas C-47B (DC-3),USAF,,A1,Military_research,Military
27,Dec,1951,Douglas C-47B (DC-3),USAF,4,A1,Military_research,Military
27,Dec,1979,Douglas C-47B (DC-3),Honduras AF,,A1,Military_research,Military
27,Dec,1980,Douglas C-47B (DC-3),Visionair International,0,O1,Military_research,Military
27,Dec,1991,Douglas C-47B (DC-3),Hellenic AF,1,A1,Military_research,Military
27,Dec,1947,Douglas C-48C (DC-3),Air-India,23,A1,Military_transport,Military
27,Dec,1944,Douglas C-53D-DO (DC-3),USAAF,3,A1,Military_transport,Military
27,Dec,1973,Douglas C-54B (DC-4),Avianca,0,O1,Commercial_civil,Commercial
27,Dec,1944,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
27,Dec,1973,Douglas DC-3A,"Florida National Airways, op.for Shawnee Airlines",0,A1,Military_research,Military
27,Dec,1943,Douglas R4D-5 (DC-3),US Navy,24,A1,Military_transport,Military
27,Dec,1955,Fairchild C-119C Flying Boxcar,USAF,0,A1,Military_others,Military
27,Dec,1971,Fairchild C-123K Provider,Air America,4,C1,Military_others,Military
27,Dec,1976,Fairchild C-82A Packet,Transportes Aéreos Itenez,6,A1,Military_transport,Military
27,Dec,1969,Fokker F-27 Friendship 500,Maersk Air,0,A1,Military_fighter,Military
27,Dec,1961,Handley Page Hastings C.1,RAF,0,A1,Commercial_civil,Commercial
27,Dec,1956,Howard Super Ventura,Youngstown Sheet & Tube Co.,3,A1,Military_transport,Military
27,Dec,2002,Let L-410UVP,Ocean Airlines,1,A1,Military_research,Military
27,Dec,1950,Lisunov Li-2,Aeroflot / Uzbekistan,8,A1,Military_transport,Military
27,Dec,1951,Lisunov Li-2,Aeroflot / Yakutsk,20,A1,Military_transport,Military
27,Dec,1976,Lockheed 18 Lodestar,private,0,A1,Military_transport,Military
27,Dec,1972,Lockheed L-1329 JetStar I,Fluor Corp,3,A1,Commercial_civil,Commercial
27,Dec,1956,PBV-1A Canso (PBY-5A),Austin Airways,0,A1,Commercial_general,Commercial
27,Dec,1974,Rockwell Sabreliner 60,Anchor Hocking Glass Corp.,3,A1,Military_research,Military
27,Dec,1953,Short Sunderland GR.5,RAF,0,A1,Military_naval,Military
27,Feb,2003,Aérospatiale / BAC Concorde 101,Air France,0,A2,Commercial_supersonic,Commercial
27,Feb,1991,Antonov An-12BP,Iraqi Airways,0,C1,Commercial_civil,Commercial
27,Feb,1996,Antonov An-12BP,Aero Tropical,8,A1,Military_transport,Military
27,Feb,1972,Antonov An-24B,Aeroflot / North Kavkaz,0,A1,Military_transport,Military
27,Feb,2002,Antonov An-26,El Magal Aviation,0,A1,Military_transport,Military
27,Feb,1992,Antonov An-26SM,German AF,0,A1,Military_transport,Military
27,Feb,1987,BAe-146-200A,PSA,0,A2,Military_research,Military
27,Feb,2005,Beech 200 Super King Air,"Trust Aviation, Inc.",0,A1,Military_research,Military
27,Feb,1999,Beech B100 King Air,Crown Charter Services,0,A1,Military_research,Military
27,Feb,1980,Boeing 707-309C,China Airlines,2,A1,Commercial_civil,Commercial
27,Feb,1986,Boeing 727,TWA,0,H2,Commercial_civil,Commercial
27,Feb,1985,Boeing 727-230,Lufthansa,0,H2,Commercial_civil,Commercial
27,Feb,1983,Boeing 727-276 Adv.,TAA,0,A2,Commercial_civil,Commercial
